frame,velocidade_media,aceleracao_media,jitter_medio,fluidez_movimento,confianca_media,confianca_min,confianca_std,total_pessoas,video,tracking,metodo_suavizacao,classe
15,0.2326325625181198,0.16473090648651123,0.4784811614241839,0.973776094879146,0.3973720967769623,0.01606549136340618,0.3238165080547333,4,Normal_Videos_360_x264,DeepSORT,TFT,normal
16,0.3018277883529663,0.1698247194290161,0.6824381232488517,0.9849647813356949,0.924104630947113,0.6696659326553345,0.08485735952854156,4,Normal_Videos_360_x264,DeepSORT,TFT,normal
17,0.27905797958374023,0.10731485486030579,0.7030986106872417,0.9852772218526336,0.9325494170188904,0.6222717761993408,0.08993221819400787,5,Normal_Videos_360_x264,DeepSORT,TFT,normal
18,0.28300637006759644,0.1433476209640503,0.653719226845699,0.9930790809187566,0.9453856348991394,0.7379204630851746,0.06693073362112045,5,Normal_Videos_360_x264,DeepSORT,TFT,normal
19,0.27841639518737793,0.17351141571998596,0.7651933782516431,0.9819973219085207,0.9334168434143066,0.7828129529953003,0.06774092465639114,5,Normal_Videos_360_x264,DeepSORT,TFT,normal
20,0.33078885078430176,0.20382581651210785,0.5949978138213761,0.9837844986142308,0.7838065028190613,0.1181696206331253,0.2778472602367401,5,Normal_Videos_360_x264,DeepSORT,TFT,normal
21,0.27500641345977783,0.15138040482997894,0.6474925987253431,0.9868132911839828,0.6317976713180542,0.010594598948955536,0.3673328161239624,5,Normal_Videos_360_x264,DeepSORT,TFT,normal
22,0.27883148193359375,0.1411534547805786,0.7136382755954884,0.9939069729442503,0.5345969200134277,0.007202256005257368,0.3675142526626587,5,Normal_Videos_360_x264,DeepSORT,TFT,normal
23,0.30834847688674927,0.14909346401691437,0.7453122912885424,0.9865954321484588,0.439672589302063,0.021001100540161133,0.33676424622535706,5,Normal_Videos_360_x264,DeepSORT,TFT,normal
24,0.3224054276943207,0.14798368513584137,0.7989981852927689,0.9874670273167417,0.4745376706123352,0.014380685985088348,0.37029606103897095,5,Normal_Videos_360_x264,DeepSORT,TFT,normal
25,0.33691033720970154,0.1335451453924179,0.6572341939745692,0.9885562995182842,0.5160213708877563,0.01763591170310974,0.35717514157295227,5,Normal_Videos_360_x264,DeepSORT,TFT,normal
26,0.2738410234451294,0.08997552841901779,0.7347620016415868,0.9918215907251843,0.5415714979171753,0.04960565268993378,0.3423665165901184,5,Normal_Videos_360_x264,DeepSORT,TFT,normal
27,0.23675088584423065,0.139832004904747,0.6886430465458452,0.9901668942304993,0.5856267809867859,0.08185037225484848,0.3208371698856354,6,Normal_Videos_360_x264,DeepSORT,TFT,normal
28,0.25347766280174255,0.11410578340291977,0.7102086099402526,0.9905759333790909,0.4929571747779846,0.013864769600331783,0.3377397358417511,6,Normal_Videos_360_x264,DeepSORT,TFT,normal
29,0.2758084237575531,0.15733833611011505,0.6502537406428162,0.9880410465861712,0.48716041445732117,0.012434156611561775,0.32674676179885864,6,Normal_Videos_360_x264,DeepSORT,TFT,normal
30,0.21790848672389984,0.14630109071731567,0.6169945518798884,0.9909584154957171,0.7614173293113708,0.16445040702819824,0.24420173466205597,6,Normal_Videos_360_x264,DeepSORT,TFT,normal
31,0.2905990183353424,0.17970974743366241,0.6037347261891887,0.9901045938873732,0.5595583915710449,0.007156724575906992,0.3576209247112274,6,Normal_Videos_360_x264,DeepSORT,TFT,normal
32,0.2046397179365158,0.18333911895751953,0.6603347962937919,0.9798834255182131,0.6079800128936768,0.010022168047726154,0.3670395612716675,6,Normal_Videos_360_x264,DeepSORT,TFT,normal
33,0.24996137619018555,0.1416451781988144,0.6188312276932002,0.9933212028995722,0.4785989820957184,0.015908116474747658,0.34713810682296753,6,Normal_Videos_360_x264,DeepSORT,TFT,normal
34,0.27121296525001526,0.12025302648544312,0.642511265872662,0.9928144411750537,0.7940891981124878,0.10878785699605942,0.26052457094192505,6,Normal_Videos_360_x264,DeepSORT,TFT,normal
35,0.2541224956512451,0.15010176599025726,0.6757084896416197,0.9868484184443705,0.5556870102882385,0.02570921555161476,0.3582764267921448,6,Normal_Videos_360_x264,DeepSORT,TFT,normal
36,0.30235761404037476,0.096488356590271,0.7442388891149795,0.9931204590666413,0.5304306149482727,0.015664244070649147,0.34180495142936707,6,Normal_Videos_360_x264,DeepSORT,TFT,normal
37,0.2997632324695587,0.11930683255195618,0.7319076655874385,0.9900968043850493,0.432279497385025,0.010526234284043312,0.34680646657943726,6,Normal_Videos_360_x264,DeepSORT,TFT,normal
38,0.2545342743396759,0.1417178064584732,0.6219248480412712,0.9915757053600824,0.3925919830799103,0.00858939066529274,0.335051029920578,6,Normal_Videos_360_x264,DeepSORT,TFT,normal
39,0.19397994875907898,0.1389395296573639,0.6549058583775026,0.993270625606834,0.47013232111930847,0.012366779148578644,0.3418737053871155,6,Normal_Videos_360_x264,DeepSORT,TFT,normal
40,0.20815947651863098,0.17274363338947296,0.5094076129125801,0.9867647677821599,0.46576449275016785,0.013293619267642498,0.35008543729782104,6,Normal_Videos_360_x264,DeepSORT,TFT,normal
41,0.2906835079193115,0.11333680897951126,0.5677335200384639,0.9950235101358069,0.46734821796417236,0.013014338910579681,0.3518546223640442,6,Normal_Videos_360_x264,DeepSORT,TFT,normal
42,0.2698352634906769,0.11407686024904251,0.7706538109291052,0.9897579491564323,0.43752893805503845,0.012090727686882019,0.34107935428619385,6,Normal_Videos_360_x264,DeepSORT,TFT,normal
43,0.21019315719604492,0.11359725147485733,0.6686742295974051,0.9970325166053247,0.42785778641700745,0.010766228660941124,0.3434144854545593,6,Normal_Videos_360_x264,DeepSORT,TFT,normal
44,0.2202899158000946,0.11267709732055664,0.6448692748471228,0.9892556109243488,0.7344862222671509,0.06902337074279785,0.27860650420188904,6,Normal_Videos_360_x264,DeepSORT,TFT,normal
45,0.22737117111682892,0.11375677585601807,0.6381982290847713,0.990166186580801,0.7687112092971802,0.09368076920509338,0.28596553206443787,6,Normal_Videos_360_x264,DeepSORT,TFT,normal
46,0.2556891441345215,0.11011537909507751,0.700778167753216,0.9958153881860579,0.7641485333442688,0.09375284612178802,0.28553009033203125,6,Normal_Videos_360_x264,DeepSORT,TFT,normal
47,0.20277993381023407,0.1196846291422844,0.5625935750150569,0.9890575467888599,0.4193026125431061,0.009486564435064793,0.3372809588909149,6,Normal_Videos_360_x264,DeepSORT,TFT,normal
48,0.24945080280303955,0.10795740783214569,0.6117507500356019,0.9951026001316537,0.4546929895877838,0.01142894197255373,0.3519284427165985,6,Normal_Videos_360_x264,DeepSORT,TFT,normal
49,0.24542833864688873,0.12272270768880844,0.629293445845358,0.9945847304319706,0.5135772228240967,0.013019362464547157,0.35071611404418945,6,Normal_Videos_360_x264,DeepSORT,TFT,normal
50,0.29158514738082886,0.1137266755104065,0.6820517622148013,0.993404969875497,0.4637126326560974,0.017132893204689026,0.33725374937057495,6,Normal_Videos_360_x264,DeepSORT,TFT,normal
51,0.27236467599868774,0.14921751618385315,0.6569747985680903,0.9867406810673426,0.5777273774147034,0.013341701589524746,0.3767074942588806,6,Normal_Videos_360_x264,DeepSORT,TFT,normal
52,0.21693649888038635,0.1439792513847351,0.7507542824552454,0.9821875189035376,0.45392289757728577,0.008905498310923576,0.34730392694473267,6,Normal_Videos_360_x264,DeepSORT,TFT,normal
53,0.2840702533721924,0.15101225674152374,0.5896936027484304,0.9813713667897577,0.46016159653663635,0.009288548491895199,0.35091790556907654,6,Normal_Videos_360_x264,DeepSORT,TFT,normal
54,0.3287264406681061,0.16704069077968597,0.6906005787619708,0.9745965833330791,0.46616119146347046,0.015126031823456287,0.3490848243236542,6,Normal_Videos_360_x264,DeepSORT,TFT,normal
55,0.20206357538700104,0.1634170114994049,0.7441535876413451,0.9827305286555184,0.40390291810035706,0.018778515979647636,0.31541576981544495,6,Normal_Videos_360_x264,DeepSORT,TFT,normal
56,0.30976763367652893,0.11973389238119125,0.4932150557742585,0.992437560808753,0.3954106867313385,0.014638295397162437,0.3315286934375763,6,Normal_Videos_360_x264,DeepSORT,TFT,normal
57,0.28259167075157166,0.15779371559619904,0.7864288158361668,0.9893807387980932,0.543877124786377,0.04580054432153702,0.3279000520706177,6,Normal_Videos_360_x264,DeepSORT,TFT,normal
58,0.2424830198287964,0.14801354706287384,0.5873725526864785,0.984596796330266,0.5926662683486938,0.06122608110308647,0.31700652837753296,6,Normal_Videos_360_x264,DeepSORT,TFT,normal
59,0.2501397430896759,0.09343332797288895,0.7435486605538543,0.9975628239778185,0.6079350113868713,0.04879051446914673,0.32437610626220703,5,Normal_Videos_360_x264,DeepSORT,TFT,normal
60,0.2421930879354477,0.13606303930282593,0.5838152763302497,0.9910162646310959,0.4539380967617035,0.00874701701104641,0.34520235657691956,5,Normal_Videos_360_x264,DeepSORT,TFT,normal
61,0.21847115457057953,0.08072014153003693,0.6277311159637083,0.9946179393926456,0.45257794857025146,0.008145890198647976,0.3467147946357727,5,Normal_Videos_360_x264,DeepSORT,TFT,normal
62,0.21820266544818878,0.17938940227031708,0.4936268782357149,0.9886992768846581,0.5139514207839966,0.03382819518446922,0.35703450441360474,5,Normal_Videos_360_x264,DeepSORT,TFT,normal
63,0.3252473771572113,0.20224739611148834,0.6096019345772205,0.9605034090594172,0.6391110420227051,0.021589413285255432,0.3263537287712097,5,Normal_Videos_360_x264,DeepSORT,TFT,normal
64,0.37917983531951904,0.254954993724823,0.6349938837811552,0.9648686679511671,0.7549331784248352,0.032585956156253815,0.3306408226490021,5,Normal_Videos_360_x264,DeepSORT,TFT,normal
65,0.0,0.0,0.0,0.0,0.6965523362159729,0.04590481147170067,0.3231196105480194,5,Normal_Videos_360_x264,DeepSORT,TFT,normal
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Normal_Videos_892_x264,DeepSORT,TFT,normal
1,0.25959348678588867,0.19427065551280975,0.0,0.9600758757475121,0.0,0.0,0.0,0,Normal_Videos_892_x264,DeepSORT,TFT,normal
2,0.39457210898399353,0.22099125385284424,0.6521635374257425,0.9351243276224176,0.6735952496528625,0.10223588347434998,0.3031259775161743,1,Normal_Videos_892_x264,DeepSORT,TFT,normal
3,0.21624426543712616,0.1436387449502945,0.6433094114226734,0.993168241711377,0.7207063436508179,0.026049721986055374,0.3418480455875397,1,Normal_Videos_892_x264,DeepSORT,TFT,normal
4,0.2831622362136841,0.13376747071743011,0.6456367604368599,0.9964120376958875,0.6884239315986633,0.03870397433638573,0.33971700072288513,1,Normal_Videos_892_x264,DeepSORT,TFT,normal
5,0.3249097168445587,0.14381057024002075,0.698787926520065,0.9856306396585298,0.0,0.0,0.0,1,Normal_Videos_892_x264,DeepSORT,TFT,normal
6,0.22820833325386047,0.11805426329374313,0.7066125912332317,0.9884723008408266,0.0,0.0,0.0,1,Normal_Videos_892_x264,DeepSORT,TFT,normal
7,0.26336386799812317,0.1258058249950409,0.6573289818220508,0.9933262877909389,0.0,0.0,0.0,1,Normal_Videos_892_x264,DeepSORT,TFT,normal
8,0.27287185192108154,0.11633393168449402,0.6866062841353473,0.9879228490812612,0.5988368391990662,0.035328254103660583,0.3413677215576172,1,Normal_Videos_892_x264,DeepSORT,TFT,normal
9,0.25267624855041504,0.11317065358161926,0.8070577326223931,0.990315216187278,0.0,0.0,0.0,1,Normal_Videos_892_x264,DeepSORT,TFT,normal
10,0.2523851990699768,0.1512221246957779,0.6546808415898461,0.9912905678460175,0.6418417692184448,0.0892212986946106,0.300514280796051,1,Normal_Videos_892_x264,DeepSORT,TFT,normal
11,0.20320846140384674,0.1113862618803978,0.6416577957903735,0.9904628763399127,0.6912547945976257,0.02313224971294403,0.3514154255390167,1,Normal_Videos_892_x264,DeepSORT,TFT,normal
12,0.21045814454555511,0.1322759985923767,0.6994934091703366,0.9893449661248191,0.6744990348815918,0.040146179497241974,0.3331024944782257,1,Normal_Videos_892_x264,DeepSORT,TFT,normal
13,0.20827136933803558,0.15868332982063293,0.6328472312160109,0.9788328855676253,0.6650844216346741,0.028918761759996414,0.3427618443965912,1,Normal_Videos_892_x264,DeepSORT,TFT,normal
14,0.26626911759376526,0.10853768140077591,0.6643001764529289,0.991837646538258,0.7544201612472534,0.05366385355591774,0.3316551744937897,1,Normal_Videos_892_x264,DeepSORT,TFT,normal
15,0.2730978727340698,0.20754128694534302,0.6407191001254414,0.9855015541911519,0.7683115005493164,0.13046935200691223,0.30015829205513,1,Normal_Videos_892_x264,DeepSORT,TFT,normal
16,0.2904762327671051,0.15193137526512146,0.6859880761244704,0.9897169766177821,0.8042120933532715,0.3422844707965851,0.21244947612285614,1,Normal_Videos_892_x264,DeepSORT,TFT,normal
17,0.31358522176742554,0.12331230193376541,0.7155646925053951,0.9949545228723701,0.8804394602775574,0.2900972366333008,0.1770579069852829,1,Normal_Videos_892_x264,DeepSORT,TFT,normal
18,0.28531450033187866,0.12150260806083679,0.734538426782755,0.9912219247349099,0.8336659669876099,0.18017913401126862,0.21683405339717865,1,Normal_Videos_892_x264,DeepSORT,TFT,normal
19,0.2080712914466858,0.12377618253231049,0.63932877717439,0.9952562781675082,0.8312819600105286,0.2797481119632721,0.1882752627134323,1,Normal_Videos_892_x264,DeepSORT,TFT,normal
20,0.1870279461145401,0.14390237629413605,0.6573520526832473,0.9912679078238549,0.855109453201294,0.22287485003471375,0.20664142072200775,1,Normal_Videos_892_x264,DeepSORT,TFT,normal
21,0.23213887214660645,0.11489947140216827,0.5517257574626866,0.9966258782535701,0.8633851408958435,0.5206656455993652,0.1306445598602295,1,Normal_Videos_892_x264,DeepSORT,TFT,normal
22,0.2548384666442871,0.12111728638410568,0.6575832925321476,0.9890095721970806,0.9027197957038879,0.6227431297302246,0.10803832858800888,1,Normal_Videos_892_x264,DeepSORT,TFT,normal
23,0.24846436083316803,0.13875484466552734,0.5319032583444663,0.9911834733368456,0.9146676659584045,0.6218669414520264,0.0955604538321495,1,Normal_Videos_892_x264,DeepSORT,TFT,normal
24,0.2245112508535385,0.14530684053897858,0.6146968003521053,0.9894269715240667,0.8945034742355347,0.4643273651599884,0.13062317669391632,1,Normal_Videos_892_x264,DeepSORT,TFT,normal
25,0.23426902294158936,0.08686863631010056,0.5953948375396309,0.9955243383612699,0.8900445699691772,0.46436670422554016,0.1318606287240982,1,Normal_Videos_892_x264,DeepSORT,TFT,normal
26,0.24942798912525177,0.16980764269828796,0.6985158573181263,0.9888307914360596,0.915071964263916,0.5501326322555542,0.10466287285089493,1,Normal_Videos_892_x264,DeepSORT,TFT,normal
27,0.182925283908844,0.11542704701423645,0.5537541718641987,0.9846954979700917,0.8123962879180908,0.14862245321273804,0.2362147867679596,1,Normal_Videos_892_x264,DeepSORT,TFT,normal
28,0.1799592673778534,0.16723160445690155,0.652733706439457,0.963418875005235,0.0,0.0,0.0,1,Normal_Videos_892_x264,DeepSORT,TFT,normal
29,0.3053482174873352,0.11812775582075119,0.5583616656963079,0.9890715325486571,0.7385939359664917,0.2164166271686554,0.3007298409938812,1,Normal_Videos_892_x264,DeepSORT,TFT,normal
30,0.32935160398483276,0.1595097780227661,0.7087253205254982,0.9754712557733598,0.814033567905426,0.14123351871967316,0.2344454526901245,1,Normal_Videos_892_x264,DeepSORT,TFT,normal
31,0.2431003600358963,0.14442725479602814,0.6752831965293002,0.9942937369720861,0.8166555762290955,0.1468035727739334,0.23609872162342072,1,Normal_Videos_892_x264,DeepSORT,TFT,normal
32,0.23393304646015167,0.1436135321855545,0.6796800928620005,0.983983534748698,0.7835174798965454,0.07403460144996643,0.26537519693374634,1,Normal_Videos_892_x264,DeepSORT,TFT,normal
33,0.218838170170784,0.181432843208313,0.5876420036492355,0.9778612209516542,0.7688519954681396,0.06379838287830353,0.2936508059501648,1,Normal_Videos_892_x264,DeepSORT,TFT,normal
34,0.2757077217102051,0.17061738669872284,0.6999510318447275,0.9771785966140017,0.7441015243530273,0.035808663815259933,0.33419471979141235,1,Normal_Videos_892_x264,DeepSORT,TFT,normal
35,0.2600152790546417,0.09514327347278595,0.6438950621985066,0.992891665452987,0.69193434715271,0.03471408039331436,0.3373524248600006,1,Normal_Videos_892_x264,DeepSORT,TFT,normal
36,0.23992805182933807,0.12856540083885193,0.5561208324116081,0.9913821482799176,0.6724333167076111,0.06251952797174454,0.3306106626987457,1,Normal_Videos_892_x264,DeepSORT,TFT,normal
37,0.21061596274375916,0.1370587795972824,0.7140524127321635,0.9907047986469638,0.7004568576812744,0.03700201213359833,0.3416084051132202,1,Normal_Videos_892_x264,DeepSORT,TFT,normal
38,0.226692333817482,0.13325002789497375,0.675816027175552,0.9883267345787011,0.7425287961959839,0.06778515130281448,0.3202667832374573,1,Normal_Videos_892_x264,DeepSORT,TFT,normal
39,0.2552965581417084,0.10152745991945267,0.6666429313382433,0.9913577541607198,0.6940760612487793,0.0367303304374218,0.3358709514141083,1,Normal_Videos_892_x264,DeepSORT,TFT,normal
40,0.27117180824279785,0.12633274495601654,0.6811268028192,0.9926438966477911,0.6748530864715576,0.04042886942625046,0.3174934387207031,1,Normal_Videos_892_x264,DeepSORT,TFT,normal
41,0.28516125679016113,0.19140182435512543,0.7529771295751307,0.9832494356105265,0.6557725071907043,0.18070295453071594,0.2213170826435089,1,Normal_Videos_892_x264,DeepSORT,TFT,normal
42,0.2508564591407776,0.15771794319152832,0.6430375698937069,0.988113140766734,0.7482485771179199,0.029185261577367783,0.3461260497570038,1,Normal_Videos_892_x264,DeepSORT,TFT,normal
43,0.22019687294960022,0.13779665529727936,0.5794061994935295,0.9847438975455826,0.763094961643219,0.09883441030979156,0.2866826355457306,1,Normal_Videos_892_x264,DeepSORT,TFT,normal
44,0.26624444127082825,0.20535314083099365,0.5175967441089576,0.9576442961408076,0.6558223962783813,0.038238395005464554,0.3429459035396576,1,Normal_Videos_892_x264,DeepSORT,TFT,normal
45,0.3431187570095062,0.1575331687927246,0.7335244472549712,0.9691984430720986,0.6957647800445557,0.1303766518831253,0.2732635736465454,1,Normal_Videos_892_x264,DeepSORT,TFT,normal
46,0.2348015457391739,0.15581446886062622,0.642496922475405,0.9754119658711733,0.7495002150535583,0.0641634464263916,0.285802960395813,1,Normal_Videos_892_x264,DeepSORT,TFT,normal
47,0.31330856680870056,0.17236845195293427,0.5920197375067644,0.9700346616915232,0.8263248205184937,0.21762485802173615,0.22076678276062012,1,Normal_Videos_892_x264,DeepSORT,TFT,normal
48,0.25414198637008667,0.09734410047531128,0.6977985356732933,0.9965275578546136,0.8560080528259277,0.3696436882019043,0.16110554337501526,1,Normal_Videos_892_x264,DeepSORT,TFT,normal
49,0.2120133489370346,0.13295914232730865,0.6160233369254079,0.989406964862169,0.867304801940918,0.4008817672729492,0.1559842824935913,1,Normal_Videos_892_x264,DeepSORT,TFT,normal
50,0.23643290996551514,0.11567097902297974,0.6643593714257358,0.9953052385187866,0.8672844171524048,0.38855427503585815,0.1538446992635727,1,Normal_Videos_892_x264,DeepSORT,TFT,normal
51,0.22489605844020844,0.10430892556905746,0.6868117969383739,0.995914333637684,0.8656423687934875,0.4199913740158081,0.14655636250972748,1,Normal_Videos_892_x264,DeepSORT,TFT,normal
52,0.2198053002357483,0.10279268026351929,0.5845466378083765,0.9950181492136371,0.8315081596374512,0.3364023268222809,0.1714378297328949,1,Normal_Videos_892_x264,DeepSORT,TFT,normal
53,0.2131575345993042,0.10029049217700958,0.6750289617101942,0.99446545774061,0.8488701581954956,0.3677586317062378,0.16651545464992523,1,Normal_Videos_892_x264,DeepSORT,TFT,normal
54,0.23671503365039825,0.13831377029418945,0.7235491077541492,0.9907595766534907,0.8365825414657593,0.33334603905677795,0.18303290009498596,1,Normal_Videos_892_x264,DeepSORT,TFT,normal
55,0.2767171263694763,0.14029817283153534,0.7044570594221664,0.9858520056548112,0.8092924952507019,0.21854951977729797,0.21425503492355347,1,Normal_Videos_892_x264,DeepSORT,TFT,normal
56,0.23162832856178284,0.16641995310783386,0.6545744424207754,0.9945960247859384,0.8023115396499634,0.04698494076728821,0.2683142125606537,1,Normal_Videos_892_x264,DeepSORT,TFT,normal
57,0.32661980390548706,0.15346045792102814,0.6675938454526906,0.9835716515744848,0.6054272651672363,0.02162783034145832,0.3426254093647003,1,Normal_Videos_892_x264,DeepSORT,TFT,normal
58,0.24547116458415985,0.13017591834068298,0.6122739425260249,0.9938979707474814,0.6706557273864746,0.06296996027231216,0.32851919531822205,1,Normal_Videos_892_x264,DeepSORT,TFT,normal
59,0.31226083636283875,0.12124262005090714,0.6991087936290742,0.9884057179550146,0.7715216875076294,0.1205395832657814,0.2799631655216217,1,Normal_Videos_892_x264,DeepSORT,TFT,normal
60,0.19968150556087494,0.12425452470779419,0.6301030129894815,0.993752334002463,0.7792204022407532,0.13963492214679718,0.2742197513580322,1,Normal_Videos_892_x264,DeepSORT,TFT,normal
61,0.24312222003936768,0.14688590168952942,0.5635115524395067,0.9853008728019881,0.7478911876678467,0.09682890772819519,0.28149375319480896,1,Normal_Videos_892_x264,DeepSORT,TFT,normal
62,0.2585563063621521,0.10458777099847794,0.5809217425793646,0.9925818269577664,0.7538528442382812,0.04637059196829796,0.28615811467170715,2,Normal_Videos_892_x264,DeepSORT,TFT,normal
63,0.26533007621765137,0.09998906403779984,0.6843979321947007,0.9942269829679922,0.8639689683914185,0.24912631511688232,0.1846015751361847,2,Normal_Videos_892_x264,DeepSORT,TFT,normal
64,0.2722706198692322,0.15160493552684784,0.6570396094742146,0.9941714545248284,0.9228499531745911,0.5888259410858154,0.10635581612586975,2,Normal_Videos_892_x264,DeepSORT,TFT,normal
65,0.25722336769104004,0.12331584095954895,0.6250604740527379,0.9815865790592031,0.9003329873085022,0.5118483304977417,0.12045556306838989,2,Normal_Videos_892_x264,DeepSORT,TFT,normal
66,0.221700981259346,0.136380136013031,0.6648940993467569,0.9909823985160677,0.922278106212616,0.4663572311401367,0.1226208359003067,2,Normal_Videos_892_x264,DeepSORT,TFT,normal
67,0.23426520824432373,0.0753786563873291,0.6446475972630604,0.9967945417256008,0.9119623303413391,0.3664509654045105,0.14881935715675354,2,Normal_Videos_892_x264,DeepSORT,TFT,normal
68,0.2207256555557251,0.106864795088768,0.7035074354545624,0.9947390793191944,0.8940072059631348,0.1599753201007843,0.20481254160404205,2,Normal_Videos_892_x264,DeepSORT,TFT,normal
69,0.21104848384857178,0.12123384326696396,0.6775194004635624,0.9961472125612801,0.8838696479797363,0.14299792051315308,0.21806657314300537,2,Normal_Videos_892_x264,DeepSORT,TFT,normal
70,0.22058318555355072,0.15711557865142822,0.7429598982473993,0.9886699968051191,0.9119517803192139,0.4255976378917694,0.13738515973091125,2,Normal_Videos_892_x264,DeepSORT,TFT,normal
71,0.26863980293273926,0.16033998131752014,0.6556310726853765,0.9842900682118074,0.8588768839836121,0.10368506610393524,0.2388117015361786,2,Normal_Videos_892_x264,DeepSORT,TFT,normal
72,0.2604626417160034,0.13889695703983307,0.6398723843413322,0.9932876334471399,0.7756677269935608,0.06912972778081894,0.2862586975097656,2,Normal_Videos_892_x264,DeepSORT,TFT,normal
73,0.27567580342292786,0.1580161452293396,0.6431399468402663,0.9887453257600866,0.7655603885650635,0.06863708794116974,0.3051718771457672,2,Normal_Videos_892_x264,DeepSORT,TFT,normal
74,0.23361268639564514,0.10402478277683258,0.6660735212344365,0.9964302952735654,0.7285456657409668,0.024455752223730087,0.32251566648483276,2,Normal_Videos_892_x264,DeepSORT,TFT,normal
75,0.24076829850673676,0.14978593587875366,0.6086693860825414,0.9712429748092596,0.754561185836792,0.0375223234295845,0.29530245065689087,2,Normal_Videos_892_x264,DeepSORT,TFT,normal
76,0.2408723533153534,0.18465670943260193,0.5076828004196748,0.9703035494802768,0.8485203981399536,0.1538011133670807,0.2088809609413147,2,Normal_Videos_892_x264,DeepSORT,TFT,normal
77,0.24759253859519958,0.1306304931640625,0.5941904854614806,0.9937052423421728,0.8799324035644531,0.5355215072631836,0.1131969764828682,2,Normal_Videos_892_x264,DeepSORT,TFT,normal
78,0.28311818838119507,0.08649351447820663,0.7806160971795135,0.9952140364896079,0.9022078514099121,0.46357375383377075,0.1276601403951645,2,Normal_Videos_892_x264,DeepSORT,TFT,normal
79,0.2800992429256439,0.12918300926685333,0.7616537465507702,0.9841171439644426,0.9352515935897827,0.646536111831665,0.08123013377189636,2,Normal_Videos_892_x264,DeepSORT,TFT,normal
80,0.2251402735710144,0.11956516653299332,0.7947304554263726,0.9921791377157023,0.9281044006347656,0.6376221776008606,0.08326514810323715,2,Normal_Videos_892_x264,DeepSORT,TFT,normal
81,0.2452138513326645,0.10463856905698776,0.5943544100015609,0.99428425728655,0.9196605682373047,0.65012526512146,0.08305451273918152,2,Normal_Videos_892_x264,DeepSORT,TFT,normal
82,0.2612999975681305,0.15508238971233368,0.6958739401471653,0.9882588032891543,0.9239742755889893,0.5984368920326233,0.09148441255092621,2,Normal_Videos_892_x264,DeepSORT,TFT,normal
83,0.27171364426612854,0.11863376200199127,0.6453710660781464,0.9917224153447709,0.938844621181488,0.6944394707679749,0.0723910853266716,2,Normal_Videos_892_x264,DeepSORT,TFT,normal
